Question,Grade,Grader,Answer_Type,Course,Discipline,Knowledge Dimension,Cognitive Process Dimension,Math,Code,Author_Book,Trick
7,10,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,10,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,10,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,8,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,10,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,9,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,0,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,4,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,5,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,6,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,2,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
7,5,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
8,8,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,9,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,9,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,8,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,9,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,9,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,8,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,8,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,10,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,9,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
8,9,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",factual,understand,N,N,Y,N
9,8,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,7,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,8,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,9,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,7,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,8,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,10,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,10,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,10,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,9,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,7,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,9,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,2,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,7,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,7,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,10,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,10,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
9,9,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,apply,N,N,N,N
10,10,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,10,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,10,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,3,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,2,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,4,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,5,Grader1,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,2,Grader2,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,3,Grader3,Human,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,0,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,2,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,7,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,8,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,10,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,8,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,8,Grader1,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,10,Grader2,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
10,8,Grader3,GPT,"Intro to the
Study of Society
","Social Research
and Public Policy",conceptual,evaluate,N,N,N,Y
1,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,10,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,10,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,10,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,10,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,8,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,8,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,8.5,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,8.5,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,9.5,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,9.5,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,8,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,8,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,8.5,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,8.5,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,9.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,9.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,2.5,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,2.5,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,3,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,3,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,5,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,5,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,7,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,7,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
1,8.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
1,8.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,9,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,9,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,9,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,9,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,7.5,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,7.5,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,8,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,8,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,7,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,7,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,8,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,8,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,6.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,6.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,9.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,9.5,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,9,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,9,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
2,10,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
2,10,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,9.25,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,9.25,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,9,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,9,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,8,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,8,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,7.75,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,7.75,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,9.75,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,9.75,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,9.75,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,9.75,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader1,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,10,Grader2,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
3,9.75,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,N
3,9.75,Grader3,GPT,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,N
4,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,Y
4,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,Y
4,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,Y
4,10,Grader2,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,Y
4,9.5,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,Y
4,9.5,Grader3,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,Y
4,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,apply,N,Y,N,Y
4,10,Grader1,Human,"Intro to
Computer Science",Computer Science,procedural,create,N,Y,N,Y
